name,category,majorcategory,is_movie,caption,pretty_name,path
Hurricane Ian: Clouds (colorized),,,Yes,,,/shared/sos/media/temporary/ian/playlist.sos
Population Growth Movie 1 C.E. - 2050 C.E.,,,Yes,,,/shared/sos/media/temporary/pop_movie/playlist.sos
"Hurricane Florence: Linear IR - September 14, 2018",realtime,Air,No,,,/shared/sos/media/temporary/florence/playlist/playlist.sos
"Hurricane Florence: Linear IR - September 14, 2018",realtime,Air,No,,,/shared/sos/media/temporary/florence/playlist.sos
Heat Conductivity,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Heat_Conductivity/playlist.sos
Geothermal Wells and Volcanoes,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Geothermal/Geothermal_Wells_Volcanoes/playlist.sos
Solar Irradiance,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Solar_Irradiance/playlist.sos
Wave and Tidal Energy Convertors,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wave_and_Tidal/Wave_Tidal_Energy_Converters/playlist.sos
Tidal Time Lapse Movie,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wave_and_Tidal/Tidal_Time_Lapse_Movie/playlist.sos
Wave Energy OWET Video,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wave_and_Tidal/OWET_Video/playlist.sos
Wave Energy Map,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wave_and_Tidal/Wave_Energy_Map/playlist.sos
La Nina Summer,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/ENSO/La_Nina_Summer/playlist.sos
El Nino Winter,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/ENSO/El_Nino_Winter/playlist.sos
El Nino Summer,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/ENSO/El_Nino_Summer/playlist.sos
La Nina Winter,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/ENSO/La_Nina_Winter/playlist.sos
Blue Mountains: John Day Fossil Beds,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/blue_mts_pic/playlist.sos
Klamath Mts: Rogue River-Siskiyou,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/klamath_mts_pic/playlist.sos
Snake River Plain,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/snake_river_plain_pic/playlist.sos
Cascades: Mt Ranier,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/cascades_pic/playlist.sos
Columbia Plateau: Alkali Lake,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/columbia_plateau_pic/playlist.sos
Coast Range: Saddle Mt,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/coast_range_pic/playlist.sos
Willamette Valley: W Eugene Wetlands,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/willamette_valley_pic/playlist.sos
Oregon Ecoregions,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/ecoregion_map/playlist.sos
OR Average Annual Precipitation,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/OR_precipitation/playlist.sos
Oregon Topography,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/OR_topography/playlist.sos
Eastern Cascades: Pumice Plateau,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/eastern_cascades/playlist.sos
Basin and Range: Hart Mt,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/basin_and_range_pic/playlist.sos
Rainshadow Effect,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/NW_Climate_and_Weather/rainshadow/playlist.sos
Sunny - Sun,,Site_Custom,Yes,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/Sunny_and_Friends/sunny_sun/playlist.sos
Sunny1-Intro,,Site_Custom,Yes,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/Sunny_and_Friends/sunny_intro/playlist.sos
Sunny-Spring,,Site_Custom,Yes,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/Sunny_and_Friends/sunny_spring/playlist.sos
Sunny-Meteorologists,,Site_Custom,Yes,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/Sunny_and_Friends/sunny_meteorologists/playlist.sos
Sunny-Summer,,Site_Custom,Yes,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/Sunny_and_Friends/sunny_summer/playlist.sos
Sunny-Winter,,Site_Custom,Yes,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/Sunny_and_Friends/sunny_winter/playlist.sos
Sunny-Fall,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/weather_and_climate/Sunny_and_Friends/sunny_fall/playlist.sos
Wind Resource Map,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wind/Wind_Resource_Map/playlist.sos
Oregon Coast Wind,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wind/OR_Coast_Wind/playlist.sos
Wind Speed Average 1983 - 1993 at 50m,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wind/Wind_Average_1983_to_1993/playlist.sos
Wind Turbine Examples,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wind/Wind_Turbine_Examples/playlist.sos
Wind Turbines,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wind/Wind_Turbines/playlist.sos
Oregon Average Wind 80m,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wind/OR_Wind_80m/playlist.sos
Oregon Wind Farm,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wind/OR_Wind_Farm/playlist.sos
Wind Speeds Offshore at 10m to 90m,,Site_Custom,No,,,/shared/sos/media/site-custom/renewable_energy/Wind/Off_Shore_Wind/playlist.sos
Humpback Whale Phytoplankton,,Site_Custom,No,,,/shared/sos/media/site-custom/climate_change/Whale_Migration/Phytoplankton/playlist.sos
Humpback Whale Food Web,,Site_Custom,No,,,/shared/sos/media/site-custom/climate_change/Whale_Migration/Foodweb/playlist.sos
Humpback Whale Migration,,Site_Custom,No,,,/shared/sos/media/site-custom/climate_change/Whale_Migration/WhaleMigration/playlist.sos
Humpback Whale,,Site_Custom,No,,,/shared/sos/media/site-custom/climate_change/Whale_Migration/Humpbackwhale/playlist.sos
Humpback Whale Krill,,Site_Custom,No,,,/shared/sos/media/site-custom/climate_change/Whale_Migration/Krill/playlist.sos
"Changing Climate, Changing Ocean",,Site_Custom,Yes,,,/shared/sos/media/site-custom/climate_change/Changing_Climate_Changing_Ocean/playlist.sos
Sea Level Rise 1 Meter,,Site_Custom,No,,,/shared/sos/media/site-custom/oceans/1M_sealevel/playlist.sos
Gala 2016 Short Lights,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_logos/GALA2012/2016_short_lights/playlist.sos
Gala 2016 Long Black,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_logos/GALA2012/2016_long_black/playlist.sos
Gala 2016 Short Black,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_logos/GALA2012/2016_short_black/playlist.sos
Gala_2012_Air Traffic,,Site_Custom,Yes,,,/shared/sos/media/site-custom/OMSI_logos/GALA2012/gala2012_air_traffic/playlist.sos
Gala 2016 Long,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_logos/GALA2012/2016_long/playlist.sos
Gala 2016 Long Lights,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_logos/GALA2012/2016_long_lights/playlist.sos
Gala 2016 Short,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_logos/GALA2012/2016_short/playlist.sos
Gala 2012 Blue Nightlights,,Site_Custom,Yes,,,/shared/sos/media/site-custom/OMSI_logos/GALA2012/gala2012_blue_nightlights/playlist.sos
Gala Logo White,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_logos/gala_marble_white/playlist.sos
Renewable Energy Logos,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_logos/RE_sponsors/playlist.sos
Japan Wave Video,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/Japan_wave_video/playlist.sos
Ghost Forest,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/Ghost_Forest/playlist.sos
Japan Tectonic Map,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/Japan_tectonic_map/playlist.sos
Japan Tsunami Animation Clip,,Site_Custom,Yes,,,/shared/sos/media/site-custom/japan/TsunamiMovie_capture/playlist.sos
Japan Quake Eight,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/quake_8/playlist.sos
Japan Skyscraper,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/Japan_skycraper/playlist.sos
Japan Mendocino Fracture Zone,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/Japan_mendocine_fracture_zone/playlist.sos
Japan Trench,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/Japan_trench/playlist.sos
Japan Bathymetry two,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/Japan_Bathymetry_two/playlist.sos
Japan Bathymetry One,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/Japan_Bathymetry/playlist.sos
Orphan Tsunami,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/orphan_tsunami/playlist.sos
Japan Quake Thirteen,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/quake_13/playlist.sos
Japan Cascadia two,,Site_Custom,No,,,/shared/sos/media/site-custom/japan/japan_cascadia_subduction_two/playlist.sos
Paleo Geographic Animation Portland,,Site_Custom,Yes,,,/shared/sos/media/site-custom/plate_tectonics/paleogeographic_continents/playlist.sos
Drop Cover Hold On,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/drop_cover/playlist.sos
Cascadia 1700 tsunami energy + coastal run-up map new color,Site_Custom,,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/tsunami_energy/playlist.sos
Similue,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/similue/playlist.sos
Tsunami Sheet,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/tsuanami_sheet/playlist.sos
Tsunami Oral History,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/oral_history/playlist.sos
Thunderbird and Whale,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/thunderbird_whale/playlist.sos
Orphan Tsunami Book Cover,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/book_cover/playlist.sos
Earthquake Timeline,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/earthquake_timeline/playlist.sos
Cascadia Earthquake Types,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/cascadia_subduction/playlist.sos
Cascadia Rupture Area,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/rupture_area/playlist.sos
Tree Ring,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/tree_ring/playlist.sos
Tsunami Cover,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/tsunami_cover/playlist.sos
Miho,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/miho/playlist.sos
Ghost Forest Forms,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/ghost_forest_forms/playlist.sos
Cascadia Plates,,Site_Custom,No,,,/shared/sos/media/site-custom/plate_tectonics/orphan_tsunami/cascadia_plates/playlist.sos
WODPPT24,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT24/playlist.sos
WOD4,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WOD4/playlist.sos
WODPPT7,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT7/playlist.sos
WODPPT21,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT21/playlist.sos
WODPPT20,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT20/playlist.sos
WODPPT1,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT1/playlist.sos
WODPPT4,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT4/playlist.sos
WOD3,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WOD3/playlist.sos
WODPPT14,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT14/playlist.sos
WODPPT10,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT10/playlist.sos
WODPPT12,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT12/playlist.sos
WODPPT8,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT8/playlist.sos
WODPPT28,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT28/playlist.sos
WODPPT27,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT27/playlist.sos
WODPPT19,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT19/playlist.sos
WODPPT13,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT13/playlist.sos
WODPPT3,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT3/playlist.sos
WODPPT6,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT6/playlist.sos
WODPPT26,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT26/playlist.sos
WODPPT16,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT16/playlist.sos
WOD1,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WOD1/playlist.sos
WODPPT22,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT22/playlist.sos
WOD5,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WOD5/playlist.sos
WOD2,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WOD2/playlist.sos
WODPPT18,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT18/playlist.sos
WODPPT23,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT23/playlist.sos
WODPPT15,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT15/playlist.sos
WODPPT9,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT9/playlist.sos
WODPPT2,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT2/playlist.sos
WOD6,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WOD6/playlist.sos
WODPPT17,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT17/playlist.sos
WOD7,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WOD7/playlist.sos
WODPPT25,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT25/playlist.sos
WODPPT11,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT11/playlist.sos
WODPPT5,,Site_Custom,No,,,/shared/sos/media/site-custom/world_ocean_day/WODPPT5/playlist.sos
Hayley Earth,,,No,,,/shared/sos/media/site-custom/OMSI_EFS/Hayley2/EarthFromMoon/playlist.sos
Hayley Voyager1 Disk,,,No,,,/shared/sos/media/site-custom/OMSI_EFS/Hayley2/Disk/playlist.sos
GPS Satellite,,,No,,,/shared/sos/media/site-custom/OMSI_EFS/Beenish/sat1/playlist.sos
GPS Satellite 2,,,No,,,/shared/sos/media/site-custom/OMSI_EFS/Beenish/sat2/playlist.sos
GRACE gravityjpeg by JPL,,,Yes,,,/shared/sos/media/site-custom/OMSI_EFS/Tamara/jpl/playlist.sos
Tamara Blue Marble (23 degree tilt),,,No,,,/shared/sos/media/site-custom/OMSI_EFS/Tamara/blue_marble/playlist.sos
Hurricane Sandy,,,Yes,,,/shared/sos/media/site-custom/OMSI_EFS/Tamara/CoriolisEffect/sandy/playlist.sos
Earth Topography and Bathymetry,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_EFS/Tamara/CoriolisEffect/coriolis/playlist.sos
Accumulative Hurricane Tracks 1950 - 2005,,Site_Custom,No,,,/shared/sos/media/site-custom/OMSI_EFS/Tamara/CoriolisEffect/cumulative/playlist.sos
NASA Sea Currents,,,Yes,,,/shared/sos/media/site-custom/OMSI_EFS/Tamara/CoriolisEffect/nasa_speed/playlist.sos
Lisbon 1755 tsunami energy + coastal run-up map new color,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Lisbon1755/new/playlist.sos
Chile_Tsunami_1960_SOS,site-custom,,Yes,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile1960/animation/playlist.sos
Japan 2011 tsunami energy + coastal run-up map new color,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Japan2011/new/playlist.sos
Cascadia 1700 tsunami energy + coastal run-up map new color,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Cascadia1700/new/playlist.sos
Chile 2010 tsunami energy + coastal run-up map new,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2010/new/playlist.sos
Chile_Tsunami_2010_SOS,site-custom,,Yes,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2010/animation/playlist.sos
Chile 2010 tsunami energy + coastal run-up map original,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2010/original/playlist.sos
Chile 2010 tsunami coastal run-up compare original and new,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2010/compare/playlist.sos
Chile 2014 Tsunami Stills,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2014/time_steps/playlist.sos
Chile Tsunami 2014,site-custom,,Yes,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2014/animation/playlist.sos
Chile 2014 tsunami coastal run-up map,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2014/coastal/playlist.sos
Chile 2014 tsunami energy map,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2014/energy/playlist.sos
Sullivan presenting- 2014 Chile tsunami +19 hours,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2014/sullivan/playlist.sos
Chile 2014 earthquake,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Chile2014/earthquake/playlist.sos
ETOPO Anaglyph,Site_Custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/TopographyAnaglyphs/ETOPO_anaglyph/playlist.sos
LRO Anaglyph,Site_Custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/TopographyAnaglyphs/LRO_anaglyph/playlist.sos
MOLA Anaglyph,Site_Custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/TopographyAnaglyphs/MOLA_anaglyph/playlist.sos
Photosphere Anaglyph,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Photospheres/Anaglyph/playlist.sos
Photosphere PTWC,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/Photospheres/PTWC/playlist.sos
Chile 2014 Tsunami Title Slide,site-custom,,No,,,/shared/sos/media/site-custom/sos_workshop/becker/tsunamiRT/TitlePage/playlist.sos
Pluto: Dwarf Planet (16K),,,No,,,/shared/sos/media/site-custom/sos_workshop/stevealbers/pluto_new/playlist.sos
Mars: Slideshow of Viking Landing Sites with Pictures,astronomy,Site_Custom,No,,,/shared/sos/media/site-custom/sos_workshop/stevealbers/viking/playlist.sos
Discovery,,Site_Custom,No,,,/shared/sos/media/site-custom/sos_workshop/stevealbers/dscovr_new/playlist.sos
Charon,,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Charon/Charon/playlist.sos
"Io, Moon of Jupiter - USGS",,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Io_usgs/playlist.sos
Ceres Half Phase,,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Ceres/Ceres_Half/playlist.sos
Ceres,,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Ceres/Ceres/playlist.sos
Ceres with Dawn,astronomy,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Ceres_with_Dawn/playlist.sos
NASA Pursuit of Light,,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/NASA_Pursuit_of_Light/playlist.sos
Enceladus with Cassini,site_custom,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/enceladus_with_Cassini/playlist.sos
Known Universe,,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Known_Universe/playlist.sos
Pluto True Color,,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Pluto/Pluto_TrueColor/playlist.sos
Pluto Black and White,,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Pluto/Pluto_BlackandWhite/playlist.sos
Ice Mountains of Pluto,,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Pluto/Pluto_IceMountains/playlist.sos
Enceladus: Saturn's Moon,astronomy,Space,No,,,/shared/sos/media/site-custom/astronomy/Enceladus_with_Cassini/playlist.sos
Mercury Brighter,,Site_Custom,No,,,/shared/sos/media/site-custom/astronomy/Mercury_Brighter/playlist.sos
Jupiter: Cassini 2000 with Earth to scale mp4,,Site_Custom,Yes,,,/shared/sos/media/site-custom/astronomy/Jupiter_with_earth/playlist.sos
Transportation Routes,,Site_Custom,No,,,/shared/sos/media/site-custom/land/Transportation_Routes/playlist.sos
11aShipTracks,,Site_Custom,No,,,/shared/sos/media/site-custom/land/Shipping_Lane_Tracks/playlist.sos
Permafrost and Methane  Dr. Kathey Walters,,Site_Custom,Yes,,,/shared/sos/media/site-custom/land/Permafrost/playlist.sos
Aerosols: FIM Chem Model - August 2015,,Site_Custom,No,,,/shared/sos/media/site-custom/atmosphere/AerosolsFIMChem_Aug2015/playlist.sos
Air Traffic With No Powerpoint Slide,,Site_Custom,Yes,,,/shared/sos/media/site-custom/atmosphere/Air_Traffic/playlist.sos
Electromagnetic Spectrum,,Site_Custom,No,,,/shared/sos/media/site-custom/atmosphere/Satellites/Electromagnetic_Spectrum/playlist.sos
Crops and Pasturelands,,Site_Custom,No,,,/shared/sos/media/site-custom/atmosphere/Satellites/Crops_and_Pasturlands/playlist.sos
Death Star,,Site_Custom,No,,,/shared/sos/media/site-custom/fun_stuff/Death_Star/playlist.sos
Nate on a Sphere,,Site_Custom,No,,,/shared/sos/media/site-custom/fun_stuff/Nate_on_a_Sphere/playlist.sos
Pokemon Ball,,Site_Custom,No,,,/shared/sos/media/site-custom/fun_stuff/Pokemon/playlist.sos
Eye of Sauron,,Site_Custom,No,,,/shared/sos/media/site-custom/fun_stuff/Eye_of_Suaron/playlist.sos
z - Name of Dataset With Capital Letters,,Site_Custom,No,,,/shared/sos/media/site-custom/zplaylist_template/playlist.sos
Continent Borders (white),overlays,Extras,No,,,/shared/sos/media/overlays/continent_borders/white/playlist.sos
Continent Borders,overlays,Extras,No,,,/shared/sos/media/overlays/continent_borders/playlist.sos
Continent Borders (black),overlays,Extras,No,,,/shared/sos/media/overlays/continent_borders/black/playlist.sos
Roads (white),overlays,Extras,No,,,/shared/sos/media/overlays/roads/white/playlist.sos
Roads (black),overlays,Extras,No,,,/shared/sos/media/overlays/roads/black/playlist.sos
Lat/Long Grid (white),overlays,Extras,No,,,/shared/sos/media/overlays/latlon_grid/white/playlist.sos
Lat/Long Grid (black),overlays,Extras,No,,,/shared/sos/media/overlays/latlon_grid/black/playlist.sos
Railroads,overlays,Extras,No,,,/shared/sos/media/overlays/railroad/playlist.sos
Time zones,overlays,Extras,No,,,/shared/sos/media/overlays/timezones/playlist.sos
Atmospheric General Circulation,overlays,Extras,No,,,/shared/sos/media/overlays/general_circulation/playlist.sos
City Names,overlays,Extras,No,,,/shared/sos/media/overlays/city_names/playlist.sos
Plate Names,overlays,Extras,No,,,/shared/sos/media/overlays/plate_names/playlist.sos
Rivers,overlays,Extras,No,,,/shared/sos/media/overlays/rivers/playlist.sos
Plate Boundaries (white),overlays,Extras,No,,,/shared/sos/media/overlays/plate_boundary/white/playlist.sos
Ocean Names,overlays,Extras,No,,,/shared/sos/media/overlays/ocean_names/playlist.sos
Continent Names,overlays,Extras,No,,,/shared/sos/media/overlays/continent_names/playlist.sos
Undersea Communication Cables,overlays,Extras,No,,,/shared/sos/media/overlays/cables/playlist.sos
Capital City Names,overlays,Extras,No,,,/shared/sos/media/overlays/capitals/playlist.sos
Country and State Borders,overlays,,No,,,/shared/sos/media/overlays/country_state_borders/playlist.sos
Country Borders (white),overlays,Extras,No,,,/shared/sos/media/overlays/country_borders/white/playlist.sos
Country Borders - White,overlays,,No,,,/shared/sos/media/overlays/country_borders/playlist.sos
Country Borders (black),overlays,Extras,No,,,/shared/sos/media/overlays/country_borders/black/playlist.sos
Country Names,overlays,Extras,No,,,/shared/sos/media/overlays/country_pop_names/playlist.sos
Land Mask (vegetation),overlays,Extras,No,,,/shared/sos/media/overlays/land_mask/veg/playlist.sos
Land Mask (black),overlays,Extras,No,,,/shared/sos/media/overlays/land_mask/black/playlist.sos
Moon: Slideshow of Landing Sites and Pictures,astronomy,Space,No,,,/shared/sos/media/astronomy/moon/landings/playlist.sos
Moon: Shaded Lighting,astronomy,Space,No,,,/shared/sos/media/astronomy/moon/lroc/playlist.sos
Moon,astronomy,Space,No,,,/shared/sos/media/astronomy/moon/original/playlist.sos
Enceladus: Saturn's Moon,astronomy,Space,No,,,/shared/sos/media/astronomy/enceladus/playlist.sos
Io Volcanoes: Jupiter's Moon,astronomy,Space,Yes,,,/shared/sos/media/astronomy/io/volcanoes/playlist.sos
Io: Jupiter's Moon,astronomy,Space,No,,,/shared/sos/media/astronomy/io/original/playlist.sos
Triton: Neptune's Moon,astronomy,Space,No,,,/shared/sos/media/astronomy/triton/playlist.sos
Moon: Surface Temperature,astronomy,Space,Yes,,,/shared/sos/media/astronomy/lro/diviner/playlist.sos
Moon: Topography,astronomy,Space,No,,,/shared/sos/media/astronomy/lro/lola/topography/playlist.sos
Moon: Surface Slope,astronomy,Space,No,,,/shared/sos/media/astronomy/lro/lola/slope/playlist.sos
Moon: Surface Roughness,astronomy,Space,No,,,/shared/sos/media/astronomy/lro/lola/roughness/playlist.sos
Sun: X-Ray - 2003,astronomy,Space,Yes,,,/shared/sos/media/astronomy/xray_sun/playlist.sos
Oberon: Uranus' Moon,astronomy,Space,No,,,/shared/sos/media/astronomy/uranus_moons/oberon/playlist.sos
Titania: Uranus' Moon,astronomy,Space,No,,,/shared/sos/media/astronomy/uranus_moons/titania/playlist.sos
