Topic,Group,Interest Subcategory,Interest Item,National Org,National Org Description,National Org Description Spanish,National Org Link,Local Org,Local Org Description,Local Org Description Spanish,Local Org Link,Local Org 2,Local Org 2 Description,Local Org 2 Description Spanish,Local Org 2 Link,Local Org 3,Local Org 3 Description,Local Org 3 Description Spanish,Local Org 3 Link
Protect and Restore Nature,Family or Household,Organizing & Leading,Bringing people together,Ocean Conservancy,Participate in International Coastal Cleanups and advocate for policies that protect oceans and marine life.,Participa en International Coastal Cleanups y aboga por políticas que protejan los océanos y la vida marina.,https://oceanconservancy.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Protect and Restore Nature,Family or Household,Organizing & Leading,Talking to people,Ocean Conservancy,Participate in International Coastal Cleanups and advocate for policies that protect oceans and marine life.,Participa en International Coastal Cleanups y aboga por políticas que protejan los océanos y la vida marina.,https://oceanconservancy.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Protect and Restore Nature,Community Group,Organizing & Leading,Bringing people together,Ocean Conservancy,Participate in International Coastal Cleanups and advocate for policies that protect oceans and marine life.,Participa en International Coastal Cleanups y aboga por políticas que protejan los océanos y la vida marina.,https://oceanconservancy.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/,Tualatin Riverkeepers,"Join cleanups, restoration projects, and advocacy efforts to protect and restore the Tualatin River and its watershed.","Únete a limpiezas, proyectos de restauración y esfuerzos de defensa para proteger y restaurar el río Tualatin y su cuenca hidrográfica.",https://tualatinriverkeepers.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Protect and Restore Nature,Community Group,Organizing & Leading,Talking to people,Ocean Conservancy,Participate in International Coastal Cleanups and advocate for policies that protect oceans and marine life.,Participa en International Coastal Cleanups y aboga por políticas que protejan los océanos y la vida marina.,https://oceanconservancy.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/,Tualatin Riverkeepers,"Join cleanups, restoration projects, and advocacy efforts to protect and restore the Tualatin River and its watershed.","Únete a limpiezas, proyectos de restauración y esfuerzos de defensa para proteger y restaurar el río Tualatin y su cuenca hidrográfica.",https://tualatinriverkeepers.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Protect and Restore Nature,Faith-Based Group,Organizing & Leading,Bringing people together,Society of St. Andrew,Volunteer to glean surplus produce from farms and deliver it to hunger relief agencies.,Participa de forma voluntaria para recolectar excedentes de productos agrícolas y entregarlos a organizaciones de ayuda alimentaria .,https://endhunger.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Tualatin Riverkeepers,"Join cleanups, restoration projects, and advocacy efforts to protect and restore the Tualatin River and its watershed.","Únete a limpiezas, proyectos de restauración y esfuerzos de defensa para proteger y restaurar el río Tualatin y su cuenca hidrográfica.",https://tualatinriverkeepers.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Protect and Restore Nature,Faith-Based Group,Organizing & Leading,Talking to people,Society of St. Andrew,Volunteer to glean surplus produce from farms and deliver it to hunger relief agencies.,Participa de forma voluntaria para recolectar excedentes de productos agrícolas y entregarlos a organizaciones de ayuda alimentaria .,https://endhunger.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Tualatin Riverkeepers,"Join cleanups, restoration projects, and advocacy efforts to protect and restore the Tualatin River and its watershed.","Únete a limpiezas, proyectos de restauración y esfuerzos de defensa para proteger y restaurar el río Tualatin y su cuenca hidrográfica.",https://tualatinriverkeepers.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Protect and Restore Nature,Sports or Rec Group,Performing & Creating Art,Art,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Tualatin Riverkeepers,"Join cleanups, restoration projects, and advocacy efforts to protect and restore the Tualatin River and its watershed.","Únete a limpiezas, proyectos de restauración y esfuerzos de defensa para proteger y restaurar el río Tualatin y su cuenca hidrográfica.",https://tualatinriverkeepers.org/
Protect and Restore Nature,Sports or Rec Group,Performing & Creating Art,Creativity,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Tualatin Riverkeepers,"Join cleanups, restoration projects, and advocacy efforts to protect and restore the Tualatin River and its watershed.","Únete a limpiezas, proyectos de restauración y esfuerzos de defensa para proteger y restaurar el río Tualatin y su cuenca hidrográfica.",https://tualatinriverkeepers.org/
Protect and Restore Nature,Arts or Hobbies Group,Performing & Creating Art,Art,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Protect and Restore Nature,Arts or Hobbies Group,Performing & Creating Art,Creativity,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Protect and Restore Nature,School or Career Group,Performing & Creating Art,Art,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Protect and Restore Nature,School or Career Group,Performing & Creating Art,Creativity,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Protect and Restore Nature,Family or Household,Performing & Creating Art,Art,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Protect and Restore Nature,Family or Household,Performing & Creating Art,Creativity,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Protect and Restore Nature,Community Group,Performing & Creating Art,Art,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Protect and Restore Nature,Community Group,Performing & Creating Art,Creativity,The Nature Conservancy,Support nature-based climate solutions through restoration and community partnerships.,Apoya soluciones climáticas basadas en la naturaleza mediante la restauración y colaboraciones comunitarias.,https://www.nature.org/,Friends of Trees,"Plant and care for urban trees, restore natural areas, and build climate resilience in your community.","Planta y cuida árboles urbanos, restaura áreas naturales y desarrolla resiliencia climática en tu comunidad.",https://friendsoftrees.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/
Protect and Restore Nature,Faith-Based Group,Performing & Creating Art,Art,Society of St. Andrew,Volunteer to glean surplus produce from farms and deliver it to hunger relief agencies.,Participa de forma voluntaria para recolectar excedentes de productos agrícolas y entregarlos a organizaciones de ayuda alimentaria .,https://endhunger.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,NAYA Family Center,"Support Indigenous-led community building through culture, education, housing, and climate justice initiatives.","Apoya la construcción de comunidades lideradas por indígenas a través de  iniciativas de cultura, educación, vivienda y justicia climática.",https://nayapdx.org/
Protect and Restore Nature,Faith-Based Group,Performing & Creating Art,Creativity,Society of St. Andrew,Volunteer to glean surplus produce from farms and deliver it to hunger relief agencies.,Participa de forma voluntaria para recolectar excedentes de productos agrícolas y entregarlos a organizaciones de ayuda alimentaria .,https://endhunger.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,NAYA Family Center,"Support Indigenous-led community building through culture, education, housing, and climate justice initiatives.","Apoya la construcción de comunidades lideradas por indígenas a través de  iniciativas de cultura, educación, vivienda y justicia climática.",https://nayapdx.org/
Protect and Restore Nature,Sports or Rec Group,Researching & Learning,Reading,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,Sports or Rec Group,Researching & Learning,Exploring New Topics,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,Arts or Hobbies Group,Researching & Learning,Reading,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,Arts or Hobbies Group,Researching & Learning,Exploring New Topics,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,School or Career Group,Researching & Learning,Reading,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,School or Career Group,Researching & Learning,Exploring New Topics,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,Family or Household,Researching & Learning,Reading,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,Family or Household,Researching & Learning,Exploring New Topics,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,Community Group,Researching & Learning,Reading,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,Community Group,Researching & Learning,Exploring New Topics,Friends of the Earth,Volunteer with campaigns that advance climate justice and protect ecosystems.,Participa de forma voluntaria en campañas que promueven la justicia climática y protegen los ecosistemas.,https://foe.org/,350PDX,"Join Portland’s climate justice movement to take part in advocacy, creative art actions, and community learning opportunities.","Únete al movimiento por la justicia climática de Portland para participar en actividades de apoyo, acciones artísticas creativas y oportunidades de aprendizaje comunitario.",https://350pdx.org/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,Elakha Alliance,"Participate in restoring Oregon’s marine ecosystems by supporting sea otter reintroduction, community education, and coastal resilience work.","Participa en la restauración de los ecosistemas marinos de Oregón apoyando la reintroducción de las nutrias marinas, la educación comunitaria y el trabajo de resiliencia costera.",https://www.elakhaalliance.org/
Protect and Restore Nature,Faith-Based Group,Researching & Learning,Reading,Society of St. Andrew,Volunteer to glean surplus produce from farms and deliver it to hunger relief agencies.,Participa de forma voluntaria para recolectar excedentes de productos agrícolas y entregarlos a organizaciones de ayuda alimentaria .,https://endhunger.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,NAYA Family Center,"Support Indigenous-led community building through culture, education, housing, and climate justice initiatives.","Apoya la construcción de comunidades lideradas por indígenas a través de  iniciativas de cultura, educación, vivienda y justicia climática.",https://nayapdx.org/
Protect and Restore Nature,Faith-Based Group,Researching & Learning,Exploring New Topics,Society of St. Andrew,Volunteer to glean surplus produce from farms and deliver it to hunger relief agencies.,Participa de forma voluntaria para recolectar excedentes de productos agrícolas y entregarlos a organizaciones de ayuda alimentaria .,https://endhunger.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Cascadia Wild,"Volunteer in wildlife tracking, habitat monitoring, and community science projects in the Portland region.","Participa de forma voluntaria en proyectos de seguimiento de vida silvestre, monitoreo de hábitat y ciencia comunitaria en el area de Portland.",https://cascadiawild.org/,NAYA Family Center,"Support Indigenous-led community building through culture, education, housing, and climate justice initiatives.","Apoya la construcción de comunidades lideradas por indígenas a través de  iniciativas de cultura, educación, vivienda y justicia climática.",https://nayapdx.org/
